10000.000000	0.079074
9950.000000	0.079068
9900.000000	0.079098
9850.000000	0.079132
9800.000000	0.079116
9750.000000	0.079118
9700.000000	0.079115
9650.000000	0.079089
9600.000000	0.079053
9550.000000	0.079055
9500.000000	0.079033
9450.000000	0.079009
9400.000000	0.079048
9350.000000	0.079103
9300.000000	0.079118
9250.000000	0.079125
9200.000000	0.079153
9150.000000	0.079167
9100.000000	0.079160
9050.000000	0.079192
9000.000000	0.079195
8950.000000	0.079205
8900.000000	0.079222
8850.000000	0.079254
8800.000000	0.079278
8750.000000	0.079276
8700.000000	0.079250
8650.000000	0.079257
8600.000000	0.079242
8550.000000	0.079295
8500.000000	0.079287
8450.000000	0.079311
8400.000000	0.079310
8350.000000	0.079342
8300.000000	0.079380
8250.000000	0.079390
8200.000000	0.079407
8150.000000	0.079446
8100.000000	0.079468
8050.000000	0.079513
8000.000000	0.079509
7950.000000	0.079512
7900.000000	0.079512
7850.000000	0.079549
7800.000000	0.079569
7750.000000	0.079617
7700.000000	0.079669
7650.000000	0.079679
7600.000000	0.079725
7550.000000	0.079721
7500.000000	0.079755
7450.000000	0.079786
7400.000000	0.079818
7350.000000	0.079865
7300.000000	0.079871
7250.000000	0.079905
7200.000000	0.079954
7150.000000	0.079988
7100.000000	0.080016
7050.000000	0.079982
7000.000000	0.080022
6950.000000	0.080069
6900.000000	0.080139
6850.000000	0.080200
6800.000000	0.080228
6750.000000	0.080239
6700.000000	0.080230
6650.000000	0.080288
6600.000000	0.080325
6550.000000	0.080369
6500.000000	0.080387
6450.000000	0.080378
6400.000000	0.080381
6350.000000	0.080444
6300.000000	0.080501
6250.000000	0.080490
6200.000000	0.080489
6150.000000	0.080451
6100.000000	0.080514
6050.000000	0.080529
6000.000000	0.080550
5950.000000	0.080606
5900.000000	0.080658
5850.000000	0.080705
5800.000000	0.080692
5750.000000	0.080749
5700.000000	0.080795
5650.000000	0.080808
5600.000000	0.080810
5550.000000	0.080865
5500.000000	0.080776
5450.000000	0.080811
5400.000000	0.080796
5350.000000	0.080849
5300.000000	0.080862
5250.000000	0.080833
5200.000000	0.080855
5150.000000	0.080881
5100.000000	0.080889
5050.000000	0.080958
