10000.000000	0.404546
9950.000000	0.404218
9900.000000	0.404546
9850.000000	0.404931
9800.000000	0.404377
9750.000000	0.404156
9700.000000	0.403924
9650.000000	0.403201
9600.000000	0.402372
9550.000000	0.402131
9500.000000	0.401450
9450.000000	0.400850
9400.000000	0.401365
9350.000000	0.402035
9300.000000	0.401907
9250.000000	0.401726
9200.000000	0.401909
9150.000000	0.401917
9100.000000	0.401560
9050.000000	0.401777
9000.000000	0.401723
8950.000000	0.401660
8900.000000	0.401819
8850.000000	0.402180
8800.000000	0.402266
8750.000000	0.401935
8700.000000	0.401214
8650.000000	0.401071
8600.000000	0.400647
8550.000000	0.401235
8500.000000	0.400736
8450.000000	0.400878
8400.000000	0.400575
8350.000000	0.400725
8300.000000	0.401038
8250.000000	0.400889
8200.000000	0.400935
8150.000000	0.401475
8100.000000	0.401575
8050.000000	0.401985
8000.000000	0.401496
7950.000000	0.401223
7900.000000	0.400903
7850.000000	0.401194
7800.000000	0.401265
7750.000000	0.401798
7700.000000	0.402350
7650.000000	0.402218
7600.000000	0.402694
7550.000000	0.402469
7500.000000	0.402687
7450.000000	0.402890
7400.000000	0.402969
7350.000000	0.403491
7300.000000	0.403217
7250.000000	0.403413
7200.000000	0.403963
7150.000000	0.404197
7100.000000	0.404329
7050.000000	0.403165
7000.000000	0.403426
6950.000000	0.403781
6900.000000	0.404520
6850.000000	0.405161
6800.000000	0.405215
6750.000000	0.404971
6700.000000	0.404504
6650.000000	0.405224
6600.000000	0.405566
6550.000000	0.405977
6500.000000	0.405785
6450.000000	0.405281
6400.000000	0.404853
6350.000000	0.405486
6300.000000	0.406029
6250.000000	0.405486
6200.000000	0.404883
6150.000000	0.403956
6100.000000	0.404614
6050.000000	0.404379
6000.000000	0.404318
5950.000000	0.404985
5900.000000	0.405478
5850.000000	0.405838
5800.000000	0.405041
5750.000000	0.405683
5700.000000	0.405855
5650.000000	0.405578
5600.000000	0.404992
5550.000000	0.405486
5500.000000	0.403512
5450.000000	0.403370
5400.000000	0.402656
5350.000000	0.403018
5300.000000	0.402687
5250.000000	0.401616
5200.000000	0.401377
5150.000000	0.401089
5100.000000	0.400797
5050.000000	0.401474
